Perceptron

type,Precision,Recall,F1,Accuracy,T,K,Mistakes,Iteration
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,50.0,100,5000,0.001,5000,2
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,66.6666666667,100,5000,0.001,5000,3
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,75.0,100,5000,0.001,5000,4
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,80.0,100,5000,0.001,5000,5
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,83.3333333333,100,5000,0.001,5000,6
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,85.7142857143,100,5000,0.001,5000,7
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,87.5,100,5000,0.001,5000,8
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,88.8888888889,100,5000,0.001,5000,9
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,90.0,100,5000,0.001,5000,10
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,90.9090909091,100,5000,0.001,5000,11
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,91.6666666667,100,5000,0.001,5000,12
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,92.3076923077,100,5000,0.001,5000,13
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,92.8571428571,100,5000,0.001,5000,14
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,93.3333333333,100,5000,0.001,5000,15
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,93.75,100,5000,0.001,5000,16
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,94.1176470588,100,5000,0.001,5000,17
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,94.4444444444,100,5000,0.001,5000,18
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,94.7368421053,100,5000,0.001,5000,19
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,95.0,100,5000,0.001,5000,20
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,95.2380952381,100,5000,0.001,5000,21
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,95.4545454545,100,5000,0.001,5000,22
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,95.652173913,100,5000,0.001,5000,23
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,95.8333333333,100,5000,0.001,5000,24
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,96.0,100,5000,0.001,5000,25
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,96.1538461538,100,5000,0.001,5000,26
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,96.2962962963,100,5000,0.001,5000,27
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,96.4285714286,100,5000,0.001,5000,28
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,96.5517241379,100,5000,0.001,5000,29
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,96.6666666667,100,5000,0.001,5000,30
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,96.7741935484,100,5000,0.001,5000,31
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,96.875,100,5000,0.001,5000,32
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,96.9696969697,100,5000,0.001,5000,33
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,97.0588235294,100,5000,0.001,5000,34
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,97.1428571429,100,5000,0.001,5000,35
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,97.2222222222,100,5000,0.001,5000,36
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,97.2972972973,100,5000,0.001,5000,37
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,97.3684210526,100,5000,0.001,5000,38
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,97.4358974359,100,5000,0.001,5000,39
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,97.5,100,5000,0.001,5000,40
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,97.5609756098,100,5000,0.001,5000,41
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,97.619047619,100,5000,0.001,5000,42
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,97.6744186047,100,5000,0.001,5000,43
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,97.7272727273,100,5000,0.001,5000,44
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,97.7777777778,100,5000,0.001,5000,45
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,97.8260869565,100,5000,0.001,5000,46
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,97.8723404255,100,5000,0.001,5000,47
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,97.9166666667,100,5000,0.001,5000,48
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,97.9591836735,100,5000,0.001,5000,49
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.0,100,5000,0.001,5000,50
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.0392156863,100,5000,0.001,5000,51
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.0769230769,100,5000,0.001,5000,52
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.1132075472,100,5000,0.001,5000,53
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.1481481481,100,5000,0.001,5000,54
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.1818181818,100,5000,0.001,5000,55
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.2142857143,100,5000,0.001,5000,56
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.2456140351,100,5000,0.001,5000,57
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.275862069,100,5000,0.001,5000,58
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.3050847458,100,5000,0.001,5000,59
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.3333333333,100,5000,0.001,5000,60
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.3606557377,100,5000,0.001,5000,61
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.3870967742,100,5000,0.001,5000,62
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.4126984127,100,5000,0.001,5000,63
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.4375,100,5000,0.001,5000,64
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.4615384615,100,5000,0.001,5000,65
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.4848484848,100,5000,0.001,5000,66
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.5074626866,100,5000,0.001,5000,67
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.5294117647,100,5000,0.001,5000,68
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.5507246377,100,5000,0.001,5000,69
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.5714285714,100,5000,0.001,5000,70
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.5915492958,100,5000,0.001,5000,71
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.6111111111,100,5000,0.001,5000,72
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.6301369863,100,5000,0.001,5000,73
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.6486486486,100,5000,0.001,5000,74
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.6666666667,100,5000,0.001,5000,75
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.6842105263,100,5000,0.001,5000,76
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.7012987013,100,5000,0.001,5000,77
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.7179487179,100,5000,0.001,5000,78
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.7341772152,100,5000,0.001,5000,79
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.75,100,5000,0.001,5000,80
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.7654320988,100,5000,0.001,5000,81
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.7804878049,100,5000,0.001,5000,82
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.7951807229,100,5000,0.001,5000,83
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.8095238095,100,5000,0.001,5000,84
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.8235294118,100,5000,0.001,5000,85
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.8372093023,100,5000,0.001,5000,86
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.8505747126,100,5000,0.001,5000,87
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.8636363636,100,5000,0.001,5000,88
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.8764044944,100,5000,0.001,5000,89
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.8888888889,100,5000,0.001,5000,90
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.9010989011,100,5000,0.001,5000,91
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.9130434783,100,5000,0.001,5000,92
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.9247311828,100,5000,0.001,5000,93
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.9361702128,100,5000,0.001,5000,94
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.9473684211,100,5000,0.001,5000,95
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.9583333333,100,5000,0.001,5000,96
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.9690721649,100,5000,0.001,5000,97
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.9795918367,100,5000,0.001,5000,98
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,98.9898989899,100,5000,0.001,5000,99
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,99.0,100,5000,0.001,5000,100
test,0.0,0.0,0.0,70.0,100,5000,0.001,3
train,0.0,0.0,0.0,0.0,100,10000,0.001,10000,1
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,50.0,100,10000,0.001,10000,2
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,66.6666666667,100,10000,0.001,10000,3
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,75.0,100,10000,0.001,10000,4
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,80.0,100,10000,0.001,10000,5
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,83.3333333333,100,10000,0.001,10000,6
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,85.7142857143,100,10000,0.001,10000,7
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,87.5,100,10000,0.001,10000,8
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,88.8888888889,100,10000,0.001,10000,9
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,90.0,100,10000,0.001,10000,10
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,90.9090909091,100,10000,0.001,10000,11
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,91.6666666667,100,10000,0.001,10000,12
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,92.3076923077,100,10000,0.001,10000,13
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,92.8571428571,100,10000,0.001,10000,14
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,93.3333333333,100,10000,0.001,10000,15
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,93.75,100,10000,0.001,10000,16
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,94.1176470588,100,10000,0.001,10000,17
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,94.4444444444,100,10000,0.001,10000,18
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,94.7368421053,100,10000,0.001,10000,19
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,95.0,100,10000,0.001,10000,20
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,95.2380952381,100,10000,0.001,10000,21
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,95.4545454545,100,10000,0.001,10000,22
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,95.652173913,100,10000,0.001,10000,23
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,95.8333333333,100,10000,0.001,10000,24
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,96.0,100,10000,0.001,10000,25
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,96.1538461538,100,10000,0.001,10000,26
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,96.2962962963,100,10000,0.001,10000,27
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,96.4285714286,100,10000,0.001,10000,28
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,96.5517241379,100,10000,0.001,10000,29
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,96.6666666667,100,10000,0.001,10000,30
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,96.7741935484,100,10000,0.001,10000,31
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,96.875,100,10000,0.001,10000,32
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,96.9696969697,100,10000,0.001,10000,33
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,97.0588235294,100,10000,0.001,10000,34
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,97.1428571429,100,10000,0.001,10000,35
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,97.2222222222,100,10000,0.001,10000,36
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,97.2972972973,100,10000,0.001,10000,37
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,97.3684210526,100,10000,0.001,10000,38
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,97.4358974359,100,10000,0.001,10000,39
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,97.5,100,10000,0.001,10000,40
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,97.5609756098,100,10000,0.001,10000,41
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,97.619047619,100,10000,0.001,10000,42
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,97.6744186047,100,10000,0.001,10000,43
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,97.7272727273,100,10000,0.001,10000,44
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,97.7777777778,100,10000,0.001,10000,45
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,97.8260869565,100,10000,0.001,10000,46
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,97.8723404255,100,10000,0.001,10000,47
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,97.9166666667,100,10000,0.001,10000,48
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,97.9591836735,100,10000,0.001,10000,49
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.0,100,10000,0.001,10000,50
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.0392156863,100,10000,0.001,10000,51
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.0769230769,100,10000,0.001,10000,52
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.1132075472,100,10000,0.001,10000,53
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.1481481481,100,10000,0.001,10000,54
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.1818181818,100,10000,0.001,10000,55
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.2142857143,100,10000,0.001,10000,56
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.2456140351,100,10000,0.001,10000,57
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.275862069,100,10000,0.001,10000,58
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.3050847458,100,10000,0.001,10000,59
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.3333333333,100,10000,0.001,10000,60
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.3606557377,100,10000,0.001,10000,61
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.3870967742,100,10000,0.001,10000,62
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.4126984127,100,10000,0.001,10000,63
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.4375,100,10000,0.001,10000,64
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.4615384615,100,10000,0.001,10000,65
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.4848484848,100,10000,0.001,10000,66
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.5074626866,100,10000,0.001,10000,67
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.5294117647,100,10000,0.001,10000,68
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.5507246377,100,10000,0.001,10000,69
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.5714285714,100,10000,0.001,10000,70
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.5915492958,100,10000,0.001,10000,71
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.6111111111,100,10000,0.001,10000,72
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.6301369863,100,10000,0.001,10000,73
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.6486486486,100,10000,0.001,10000,74
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.6666666667,100,10000,0.001,10000,75
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.6842105263,100,10000,0.001,10000,76
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.7012987013,100,10000,0.001,10000,77
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.7179487179,100,10000,0.001,10000,78
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.7341772152,100,10000,0.001,10000,79
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.75,100,10000,0.001,10000,80
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.7654320988,100,10000,0.001,10000,81
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.7804878049,100,10000,0.001,10000,82
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.7951807229,100,10000,0.001,10000,83
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.8095238095,100,10000,0.001,10000,84
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.8235294118,100,10000,0.001,10000,85
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.8372093023,100,10000,0.001,10000,86
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.8505747126,100,10000,0.001,10000,87
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.8636363636,100,10000,0.001,10000,88
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.8764044944,100,10000,0.001,10000,89
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.8888888889,100,10000,0.001,10000,90
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.9010989011,100,10000,0.001,10000,91
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.9130434783,100,10000,0.001,10000,92
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.9247311828,100,10000,0.001,10000,93
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.9361702128,100,10000,0.001,10000,94
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.9473684211,100,10000,0.001,10000,95
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.9583333333,100,10000,0.001,10000,96
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.9690721649,100,10000,0.001,10000,97
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.9795918367,100,10000,0.001,10000,98
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,98.9898989899,100,10000,0.001,10000,99
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
train,0.0,0.0,0.0,99.0,100,10000,0.001,10000,100
test,0.0,0.0,0.0,70.0,100,10000,0.001,3
40.9833099842
